"Country,Other",#,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population
Belgium,17,56511,276.0,9212.0,26.0,15123.0,32176.0,268.0,4878.0,795.0,757328.0,65376.0,11584152.0
Pakistan,18,50694,2603.0,1067.0,50.0,15201.0,34426.0,111.0,230.0,5.0,445987.0,2024.0,220392002.0
Netherlands,19,44700,,5775.0,,,,255.0,2609.0,337.0,302395.0,17652.0,17130802.0
Qatar,20,38651,,17.0,,7288.0,31346.0,171.0,13442.0,6.0,175482.0,61028.0,2875446.0
Ecuador,21,35306,,2939.0,,3557.0,28810.0,191.0,2005.0,167.0,101580.0,5768.0,17612428.0
Belarus,22,34303,932.0,190.0,5.0,12833.0,21280.0,92.0,3630.0,20.0,419004.0,44341.0,9449653.0
Sweden,23,32172,,3871.0,,4971.0,23330.0,352.0,3188.0,384.0,209900.0,20798.0,10092371.0
Switzerland,24,30694,,1898.0,,27900.0,896.0,55.0,3549.0,219.0,361692.0,41825.0,8647657.0
Singapore,25,30426,614.0,23.0,,12117.0,18286.0,10.0,5205.0,4.0,294414.0,50368.0,5845265.0
Bangladesh,26,30205,1694.0,432.0,24.0,6190.0,23583.0,1.0,184.0,3.0,223841.0,1361.0,164506480.0
Portugal,27,29912,,1277.0,,6452.0,22183.0,93.0,2933.0,125.0,689705.0,67619.0,10199821.0
UAE,28,26898,,237.0,,12755.0,13906.0,1.0,2723.0,24.0,1600923.0,162087.0,9876944.0
Ireland,29,24391,,1583.0,,21060.0,1748.0,54.0,4946.0,321.0,295626.0,59945.0,4931601.0
Indonesia,30,20796,634.0,1326.0,48.0,5057.0,14413.0,,76.0,5.0,229334.0,839.0,273200237.0
Poland,31,20379,236.0,973.0,1.0,8731.0,10675.0,160.0,538.0,26.0,697230.0,18420.0,37850989.0
Ukraine,32,20148,442.0,588.0,9.0,6585.0,12975.0,256.0,460.0,13.0,267185.0,6106.0,43760843.0
South Africa,33,19137,,369.0,,8950.0,9818.0,119.0,323.0,6.0,525433.0,8872.0,59224262.0
Kuwait,34,18609,,129.0,,5205.0,13275.0,181.0,4365.0,30.0,261071.0,61236.0,4263365.0
Colombia,35,18330,,652.0,,4431.0,13247.0,136.0,361.0,13.0,214536.0,4221.0,50822230.0
Romania,36,17712,127.0,1159.0,3.0,10777.0,5776.0,200.0,920.0,60.0,352647.0,18318.0,19250875.0
Israel,37,16690,7.0,279.0,,13915.0,2496.0,47.0,1932.0,32.0,531124.0,61472.0,8640028.0
Austria,38,16436,32.0,635.0,2.0,15005.0,796.0,31.0,1826.0,71.0,390488.0,43384.0,9000787.0
Japan,39,16424,,777.0,,12672.0,2975.0,195.0,130.0,6.0,261572.0,2067.0,126516956.0
Egypt,40,15003,,696.0,,4217.0,10090.0,41.0,147.0,7.0,135000.0,1322.0,102109848.0
Dominican Republic,41,13657,,448.0,,7366.0,5843.0,113.0,1260.0,41.0,61330.0,5660.0,10835780.0
Philippines,42,13597,163.0,857.0,11.0,3092.0,9648.0,81.0,124.0,8.0,267417.0,2444.0,109415846.0
Denmark,43,11182,,561.0,,9643.0,978.0,23.0,1931.0,97.0,504266.0,87093.0,5789998.0
S. Korea,44,11142,20.0,264.0,,10162.0,716.0,15.0,217.0,5.0,802418.0,15653.0,51264480.0
Serbia,45,10919,,237.0,,5370.0,5312.0,12.0,1249.0,27.0,203799.0,23315.0,8741034.0
Panama,46,10116,,291.0,,6245.0,3580.0,72.0,2349.0,68.0,53928.0,12521.0,4306982.0
Argentina,47,9931,,416.0,,3032.0,6483.0,171.0,220.0,9.0,116689.0,2584.0,45149718.0
Afghanistan,48,9216,540.0,205.0,12.0,996.0,8015.0,19.0,237.0,5.0,27889.0,718.0,38824552.0
Czechia,49,8757,3.0,306.0,,5932.0,2519.0,29.0,818.0,29.0,387127.0,36157.0,10706852.0
Norway,50,8309,,235.0,,32.0,8042.0,14.0,1534.0,43.0,223045.0,41178.0,5416564.0
Bahrain,51,8174,,12.0,,3873.0,4289.0,9.0,4825.0,7.0,262107.0,154713.0,1694155.0
Algeria,52,7728,,575.0,,4062.0,3091.0,22.0,177.0,13.0,,,43759272.0
Kazakhstan,53,7597,363.0,35.0,,3843.0,3719.0,31.0,405.0,2.0,612997.0,32691.0,18751427.0
Morocco,54,7300,89.0,197.0,1.0,4347.0,2756.0,1.0,198.0,5.0,122870.0,3333.0,36861343.0
Malaysia,55,7137,78.0,115.0,1.0,5859.0,1163.0,9.0,221.0,4.0,491729.0,15215.0,32319132.0
Australia,56,7095,14.0,101.0,1.0,6479.0,515.0,7.0,279.0,4.0,1170682.0,45969.0,25466640.0
Nigeria,57,7016,,211.0,,1907.0,4898.0,7.0,34.0,1.0,40043.0,195.0,205528166.0
Oman,58,6794,424.0,32.0,1.0,1821.0,4941.0,31.0,1335.0,6.0,72000.0,14143.0,5091036.0
Moldova,59,6704,,233.0,,2953.0,3518.0,251.0,1661.0,58.0,40565.0,10053.0,4034947.0
Finland,60,6537,44.0,306.0,,4800.0,1431.0,21.0,1180.0,55.0,163000.0,29423.0,5539799.0
Ghana,61,6486,217.0,31.0,,1951.0,4504.0,8.0,209.0,1.0,187929.0,6063.0,30996750.0
Armenia,62,5928,322.0,74.0,4.0,2874.0,2980.0,10.0,2001.0,25.0,47654.0,16085.0,2962649.0
Bolivia,63,5187,268.0,215.0,16.0,561.0,4411.0,3.0,445.0,18.0,14803.0,1270.0,11654953.0
Cameroon,64,4288,,156.0,,1808.0,2324.0,28.0,162.0,6.0,,,26466746.0
Luxembourg,65,3980,,109.0,,3741.0,130.0,6.0,6370.0,174.0,64981.0,104002.0,624808.0
Iraq,66,3877,,140.0,,2483.0,1254.0,,97.0,3.0,149701.0,3732.0,40115676.0
Azerbaijan,67,3749,,44.0,,2340.0,1365.0,42.0,370.0,4.0,252496.0,24928.0,10129036.0
Hungary,68,3678,37.0,476.0,3.0,1587.0,1615.0,23.0,381.0,49.0,155801.0,16124.0,9662923.0
Honduras,69,3204,104.0,156.0,5.0,397.0,2651.0,13.0,324.0,16.0,11820.0,1196.0,9886537.0
Sudan,70,3138,,121.0,,309.0,2708.0,,72.0,3.0,281.0,6.0,43727573.0
Guinea,71,3067,,18.0,,1575.0,1474.0,18.0,234.0,1.0,10304.0,787.0,13089690.0
Thailand,72,3037,,56.0,,2910.0,71.0,61.0,44.0,0.8,328073.0,4701.0,69781150.0
Uzbekistan,73,3006,42.0,13.0,,2407.0,586.0,4.0,90.0,0.4,460000.0,13767.0,33413938.0
Greece,74,2853,,168.0,,1374.0,1311.0,21.0,274.0,16.0,144078.0,13816.0,10428331.0
Senegal,75,2812,,33.0,,1251.0,1528.0,6.0,168.0,2.0,32883.0,1970.0,16690729.0
Guatemala,76,2512,247.0,48.0,3.0,222.0,2242.0,5.0,141.0,3.0,25464.0,1424.0,17877078.0
Bulgaria,77,2372,41.0,125.0,5.0,769.0,1478.0,31.0,341.0,18.0,71605.0,10297.0,6953796.0
Bosnia and Herzegovina,78,2350,,140.0,,1596.0,614.0,4.0,716.0,43.0,56997.0,17362.0,3282920.0
Tajikistan,79,2350,,44.0,,1008.0,1298.0,,247.0,5.0,,,9512290.0
Ivory Coast,80,2301,,29.0,,1100.0,1172.0,,87.0,1.0,21069.0,801.0,26300113.0
Croatia,81,2237,,97.0,,1978.0,162.0,9.0,545.0,24.0,58091.0,14141.0,4107874.0
Djibouti,82,2047,,10.0,,1055.0,982.0,,2075.0,10.0,21156.0,21448.0,986363.0
Cuba,83,1908,,80.0,,1603.0,225.0,5.0,168.0,7.0,89031.0,7860.0,11327348.0
North Macedonia,84,1898,,111.0,,1378.0,409.0,21.0,911.0,53.0,23316.0,11191.0,2083383.0
DRC,85,1835,,61.0,,303.0,1471.0,,21.0,0.7,,,89226763.0
Estonia,86,1807,7.0,64.0,,1508.0,235.0,2.0,1362.0,48.0,74604.0,56244.0,1326440.0
Iceland,87,1803,,10.0,,1790.0,3.0,,5287.0,29.0,58225.0,170748.0,341000.0
El Salvador,88,1725,85.0,33.0,,562.0,1130.0,26.0,266.0,5.0,67663.0,10438.0,6482643.0
Lithuania,89,1604,11.0,61.0,,1111.0,432.0,17.0,588.0,22.0,259043.0,95025.0,2726052.0
Somalia,90,1594,,61.0,,204.0,1329.0,2.0,101.0,4.0,,,15839369.0
Gabon,91,1567,,12.0,,365.0,1190.0,6.0,706.0,5.0,8622.0,3885.0,2219485.0
New Zealand,92,1504,1.0,21.0,,1455.0,28.0,1.0,312.0,4.0,250246.0,51941.0,4817906.0
Slovakia,93,1503,1.0,28.0,,1256.0,219.0,2.0,275.0,5.0,154529.0,28305.0,5459361.0
Mayotte,94,1475,,19.0,,894.0,562.0,11.0,5422.0,70.0,5200.0,19116.0,272030.0
Slovenia,95,1468,,106.0,,1340.0,22.0,3.0,706.0,51.0,74228.0,35705.0,2078908.0
Kyrgyzstan,96,1350,37.0,14.0,,939.0,397.0,5.0,207.0,2.0,98281.0,15093.0,6511813.0
Maldives,97,1216,,4.0,,91.0,1121.0,9.0,2254.0,7.0,11775.0,21828.0,539443.0
Kenya,98,1109,,50.0,,375.0,684.0,1.0,21.0,0.9,52507.0,979.0,53631400.0
Guinea-Bissau,99,1109,,6.0,,42.0,1061.0,,565.0,3.0,1500.0,764.0,1962465.0
Hong Kong,100,1066,2.0,4.0,,1029.0,33.0,1.0,142.0,0.5,168291.0,22468.0,7490261.0
Sri Lanka,101,1055,7.0,9.0,,620.0,426.0,1.0,49.0,0.4,49124.0,2295.0,21403517.0
Tunisia,102,1046,,47.0,,883.0,116.0,3.0,89.0,4.0,45308.0,3838.0,11804800.0
Latvia,103,1030,5.0,22.0,,712.0,296.0,2.0,545.0,12.0,96366.0,51033.0,1888294.0
Lebanon,104,1024,,26.0,,663.0,335.0,3.0,150.0,4.0,67510.0,9886.0,6828619.0
Albania,105,981,12.0,31.0,,777.0,173.0,3.0,341.0,11.0,12933.0,4494.0,2878129.0
Mali,106,947,,60.0,,558.0,329.0,,47.0,3.0,3483.0,173.0,20179688.0
Niger,107,924,,60.0,,753.0,111.0,,38.0,2.0,5949.0,247.0,24095961.0
Cyprus,108,923,,17.0,,561.0,345.0,10.0,765.0,14.0,95349.0,79036.0,1206392.0
Costa Rica,109,903,,10.0,,592.0,301.0,3.0,177.0,2.0,21929.0,4309.0,5088953.0
Equatorial Guinea,110,903,,10.0,,22.0,871.0,,646.0,7.0,854.0,611.0,1397254.0
Venezuela,111,882,,10.0,,262.0,610.0,2.0,31.0,0.4,697691.0,24528.0,28444376.0
Zambia,112,866,,7.0,,302.0,557.0,1.0,47.0,0.4,19432.0,1061.0,18321393.0
Paraguay,113,836,,11.0,,256.0,569.0,,117.0,2.0,21987.0,3087.0,7122661.0
Burkina Faso,114,812,,52.0,,669.0,91.0,,39.0,2.0,,,20833816.0
Andorra,115,762,,51.0,,639.0,72.0,3.0,9864.0,660.0,3750.0,48542.0,77252.0
Uruguay,116,749,,20.0,,594.0,135.0,4.0,216.0,6.0,36537.0,10522.0,3472430.0
Haiti,117,734,71.0,25.0,3.0,21.0,688.0,,64.0,2.0,2519.0,221.0,11386865.0
Georgia,118,723,2.0,12.0,,495.0,216.0,6.0,181.0,3.0,45707.0,11455.0,3989972.0
Diamond Princess,119,712,,13.0,,651.0,48.0,4.0,,,,,
Jordan,120,684,,9.0,,457.0,218.0,5.0,67.0,0.9,156663.0,15371.0,10191845.0
San Marino,121,658,,41.0,,235.0,382.0,1.0,19397.0,1209.0,3779.0,111399.0,33923.0
Malta,122,599,,6.0,,468.0,125.0,1.0,1357.0,14.0,56224.0,127372.0,441416.0
Chad,123,588,,58.0,,186.0,344.0,,36.0,4.0,,,16368402.0
Sierra Leone,124,585,,35.0,,205.0,345.0,,74.0,4.0,,,7957977.0
Channel Islands,125,558,,45.0,,508.0,5.0,,3213.0,259.0,5342.0,30757.0,173685.0
Jamaica,126,534,5.0,9.0,,181.0,344.0,,180.0,3.0,9178.0,3101.0,2959765.0
Tanzania,127,509,,21.0,,183.0,305.0,7.0,9.0,0.4,,,59527001.0
Nepal,128,487,30.0,3.0,,49.0,435.0,1.0,17.0,0.1,117465.0,4040.0,29076092.0
South Sudan,129,481,,4.0,,4.0,473.0,,43.0,0.4,3356.0,300.0,11178970.0
Congo,130,469,,16.0,,137.0,316.0,,85.0,3.0,,,5501846.0
Réunion,131,449,,1.0,,411.0,37.0,2.0,502.0,1.0,17200.0,19226.0,894609.0
Taiwan,132,441,,7.0,,408.0,26.0,,19.0,0.3,70338.0,2954.0,23812157.0
CAR,133,436,,,,18.0,418.0,,90.0,,11294.0,2343.0,4820066.0
Palestine,134,423,,2.0,,346.0,75.0,,83.0,0.4,44876.0,8821.0,5087326.0
Madagascar,135,405,,2.0,,131.0,272.0,1.0,15.0,0.07,5670.0,205.0,27605453.0
Ethiopia,136,399,,5.0,,123.0,271.0,,3.0,0.04,69519.0,607.0,114622829.0
Cabo Verde,137,356,,3.0,,95.0,258.0,,641.0,5.0,892.0,1606.0,555311.0
Togo,138,354,,12.0,,118.0,224.0,,43.0,1.0,14767.0,1789.0,8255653.0
Isle of Man,139,336,,24.0,,303.0,9.0,2.0,3954.0,282.0,4353.0,51221.0,84984.0
Mauritius,140,332,,10.0,,322.0,0.0,,261.0,8.0,98075.0,77131.0,1271542.0
Montenegro,141,324,,9.0,,314.0,1.0,2.0,516.0,14.0,10167.0,16188.0,628058.0
Vietnam,142,324,,,,266.0,58.0,2.0,3.0,,275000.0,2828.0,97241403.0
Rwanda,143,320,,,,217.0,103.0,,25.0,,54400.0,4213.0,12913795.0
Nicaragua,144,279,,17.0,,199.0,63.0,,42.0,3.0,,,6615686.0
Sao Tome and Principe,145,251,,8.0,,4.0,239.0,,1148.0,37.0,175.0,800.0,218686.0
French Guiana,146,249,,1.0,,137.0,111.0,,836.0,3.0,,,297751.0
Liberia,147,240,,23.0,,131.0,86.0,,48.0,5.0,,,5043542.0
Eswatini,148,220,,2.0,,112.0,106.0,,190.0,2.0,4994.0,4310.0,1158822.0
Myanmar,149,199,,6.0,,108.0,85.0,,4.0,0.1,16550.0,304.0,54369777.0
Yemen,150,197,,33.0,,5.0,159.0,,7.0,1.0,120.0,4.0,29748378.0
Martinique,151,192,,14.0,,91.0,87.0,,512.0,37.0,,,375296.0
Faeroe Islands,152,187,,,,187.0,0.0,,3829.0,,9084.0,185984.0,48843.0
Mauritania,153,173,,5.0,,7.0,161.0,,37.0,1.0,2583.0,557.0,4634928.0
Mozambique,154,162,,,,48.0,114.0,,5.0,,7063.0,227.0,31149023.0
Uganda,155,160,,,,66.0,94.0,,4.0,,81682.0,1793.0,45562477.0
Guadeloupe,156,155,,13.0,,109.0,33.0,3.0,387.0,32.0,2866.0,7163.0,400117.0
Gibraltar,157,151,,,,146.0,5.0,,4482.0,,5833.0,173127.0,33692.0
Brunei ,158,141,,1.0,,136.0,4.0,2.0,323.0,2.0,18193.0,41630.0,437013.0
Mongolia,159,141,1.0,,,28.0,113.0,27.0,43.0,,12153.0,3714.0,3272228.0
Benin,160,135,,3.0,,61.0,71.0,,11.0,0.2,26792.0,2217.0,12084945.0
Guyana,161,127,,10.0,,57.0,60.0,3.0,162.0,13.0,1329.0,1691.0,786139.0
Bermuda,162,125,,9.0,,80.0,36.0,2.0,2006.0,144.0,5784.0,92838.0,62302.0
Cambodia,163,123,,,,122.0,1.0,,7.0,,15830.0,948.0,16692685.0
Cayman Islands,164,121,,1.0,,55.0,65.0,,1844.0,15.0,7959.0,121262.0,65635.0
Trinidad and Tobago,165,116,,8.0,,108.0,0.0,,83.0,6.0,2805.0,2005.0,1398999.0
Aruba,166,101,,3.0,,95.0,3.0,4.0,946.0,28.0,2048.0,19191.0,106717.0
Bahamas,167,97,,11.0,,44.0,42.0,1.0,247.0,28.0,1910.0,4862.0,392826.0
Monaco,168,97,,4.0,,90.0,3.0,1.0,2474.0,102.0,,,39211.0
Barbados,169,90,,7.0,,70.0,13.0,4.0,313.0,24.0,4438.0,15445.0,287337.0
Liechtenstein,170,82,,1.0,,55.0,26.0,,2151.0,26.0,900.0,23612.0,38116.0
Sint Maarten,171,77,,15.0,,59.0,3.0,1.0,1798.0,350.0,437.0,10205.0,42821.0
Malawi,172,72,,3.0,,27.0,42.0,1.0,4.0,0.2,1803.0,95.0,19070499.0
Libya,173,71,,3.0,,35.0,33.0,,10.0,0.4,4351.0,634.0,6860692.0
French Polynesia,174,60,,,,60.0,0.0,,214.0,,3686.0,13130.0,280731.0
Angola,175,58,,3.0,,17.0,38.0,,2.0,0.09,6136.0,187.0,32740203.0
Syria,176,58,,3.0,,36.0,19.0,,3.0,0.2,,,17449901.0
Zimbabwe,177,51,,4.0,,18.0,29.0,,3.0,0.3,28019.0,1888.0,14838265.0
Macao,178,45,,,,45.0,0.0,,69.0,,,,648331.0
Burundi,179,42,,1.0,,20.0,21.0,,4.0,0.08,284.0,24.0,11847387.0
Saint Martin,180,40,,3.0,,33.0,4.0,1.0,1037.0,78.0,,,38590.0
Eritrea,181,39,,,,39.0,0.0,,11.0,,,,3540846.0
Comoros,182,34,,1.0,,8.0,25.0,,39.0,1.0,,,867421.0
Botswana,183,29,,1.0,,19.0,9.0,,12.0,0.4,14855.0,6332.0,2346068.0
Antigua and Barbuda,184,25,,3.0,,19.0,3.0,1.0,256.0,31.0,183.0,1870.0,97839.0
Gambia,185,24,,1.0,,13.0,10.0,,10.0,0.4,1476.0,613.0,2408415.0
Timor-Leste,186,24,,,,24.0,0.0,,18.0,,738.0,561.0,1315521.0
Grenada,187,22,,,,17.0,5.0,4.0,196.0,,3007.0,26737.0,112466.0
Bhutan,188,21,,,,6.0,15.0,,27.0,,14843.0,19260.0,770656.0
Laos,189,19,,,,14.0,5.0,,3.0,,5044.0,694.0,7263530.0
Namibia,190,19,1.0,,,14.0,5.0,,7.0,,2681.0,1057.0,2535571.0
Belize,191,18,,2.0,,16.0,0.0,,45.0,5.0,1363.0,3435.0,396791.0
Fiji,192,18,,,,15.0,3.0,,20.0,,1300.0,1451.0,895730.0
New Caledonia,193,18,,,,18.0,0.0,,63.0,,5454.0,19124.0,285193.0
Saint Lucia,194,18,,,,18.0,0.0,,98.0,,867.0,4724.0,183536.0
St. Vincent Grenadines,195,18,,,,14.0,4.0,,162.0,,175.0,1578.0,110902.0
Curaçao,196,16,,1.0,,14.0,1.0,,98.0,6.0,485.0,2957.0,164020.0
Dominica,197,16,,,,16.0,0.0,,222.0,,433.0,6017.0,71967.0
Saint Kitts and Nevis,198,15,,,,15.0,0.0,,282.0,,391.0,7355.0,53158.0
Falkland Islands,199,13,,,,13.0,0.0,,3749.0,,426.0,122837.0,3468.0
Turks and Caicos,200,12,,1.0,,10.0,1.0,,310.0,26.0,109.0,2820.0,38658.0
Vatican City,201,12,,,,2.0,10.0,,14981.0,,,,801.0
Montserrat,202,11,,1.0,,10.0,0.0,,2204.0,200.0,36.0,7212.0,4992.0
Suriname,203,11,,1.0,,9.0,1.0,,19.0,2.0,404.0,689.0,586049.0
Greenland,204,11,,,,11.0,0.0,,194.0,,1767.0,31132.0,56759.0
Seychelles,205,11,,,,11.0,0.0,,112.0,,,,98280.0
MS Zaandam,206,9,,2.0,,,7.0,,,,,,
British Virgin Islands,207,8,,1.0,,6.0,1.0,,265.0,33.0,167.0,5528.0,30209.0
Papua New Guinea,208,8,,,,8.0,0.0,,0.9,,2402.0,269.0,8927298.0
Caribbean Netherlands,209,6,,,,6.0,0.0,,229.0,,424.0,16186.0,26196.0
St. Barth,210,6,,,,6.0,0.0,,608.0,,,,9874.0
Western Sahara,211,6,,,,6.0,0.0,,10.0,,,,595583.0
Anguilla,212,3,,,,3.0,0.0,,200.0,,,,14988.0
Lesotho,213,1,,,,,1.0,,0.5,,,,2140374.0
Saint Pierre Miquelon,214,1,,,,1.0,0.0,,173.0,,,,5797.0
China,215,82971,4.0,4634.0,,78255.0,82.0,8.0,58.0,3.0,,,1439323776.0
