"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
"
Slovenia,1317,,70.0,,190.0,1057,27.0,633.0,34.0,40580.0,19520.0
Lithuania,1298,59.0,33.0,,242.0,1023,14.0,477.0,12.0,64035.0,23522.0
Armenia,1291,43.0,20.0,,545.0,726,30.0,436.0,7.0,12680.0,4279.0
Bosnia and Herzegovina,1268,,47.0,,338.0,883,4.0,386.0,14.0,16868.0,5141.0
Oman,1266,86.0,6.0,,233.0,1027,3.0,248.0,1.0,,
North Macedonia,1170,,49.0,,164.0,957,15.0,562.0,24.0,11556.0,5547.0
Slovakia,1161,72.0,12.0,1.0,229.0,920,10.0,213.0,2.0,44276.0,8110.0
Hong Kong,1026,2.0,4.0,,602.0,420,8.0,137.0,0.5,131786.0,17579.0
Cameroon,1017,,42.0,,305.0,670,33.0,38.0,2.0,,
Afghanistan,993,60.0,32.0,2.0,131.0,830,,26.0,0.8,,
Cuba,986,,32.0,,227.0,727,15.0,87.0,3.0,25309.0,2234.0
Bulgaria,884,6.0,42.0,1.0,161.0,681,35.0,127.0,6.0,26417.0,3802.0
Tunisia,866,,37.0,,43.0,786,33.0,73.0,3.0,15332.0,1297.0
Ghana,834,,9.0,,99.0,726,4.0,27.0,0.3,60916.0,1960.0
Ivory Coast,801,,8.0,,239.0,554,,30.0,0.3,,
Cyprus,761,,12.0,,79.0,670,8.0,630.0,10.0,32284.0,26739.0
Djibouti,732,,2.0,,76.0,654,,741.0,2.0,7486.0,7577.0
Latvia,727,15.0,5.0,,88.0,634,5.0,385.0,3.0,35881.0,19023.0
Diamond Princess,712,,13.0,,644.0,55,7.0,,,,
Andorra,704,,35.0,,205.0,464,17.0,9111.0,453.0,1673.0,21653.0
Lebanon,673,1.0,21.0,,99.0,553,27.0,99.0,3.0,20929.0,3066.0
Costa Rica,655,,4.0,,97.0,554,10.0,129.0,0.8,10138.0,1990.0
Niger,639,,19.0,,113.0,507,,26.0,0.8,4715.0,195.0
Burkina Faso,565,,36.0,,321.0,208,,27.0,2.0,,
Albania,562,14.0,26.0,,314.0,222,5.0,195.0,9.0,5542.0,1926.0
Kyrgyzstan,554,48.0,5.0,,133.0,416,5.0,85.0,0.8,26147.0,4008.0
Nigeria,542,,19.0,,166.0,357,2.0,3.0,0.09,7153.0,35.0
Bolivia,520,27.0,32.0,1.0,31.0,457,3.0,45.0,3.0,3569.0,306.0
Guinea,518,,3.0,,65.0,450,,39.0,0.2,,
Uruguay,517,,9.0,,298.0,210,14.0,149.0,3.0,12478.0,3592.0
Channel Islands,484,,21.0,,73.0,390,,2784.0,121.0,3320.0,19095.0
Honduras,472,15.0,46.0,,15.0,411,10.0,48.0,5.0,2535.0,256.0
San Marino,455,,39.0,,60.0,356,15.0,13410.0,1149.0,1605.0,47302.0
Palestine,431,13.0,2.0,,71.0,358,,84.0,0.4,17329.0,3397.0
Malta,426,,3.0,,99.0,324,4.0,965.0,7.0,23253.0,52663.0
Taiwan,420,22.0,6.0,,189.0,225,,18.0,0.3,53005.0,2226.0
Jordan,413,,7.0,,269.0,137,5.0,40.0,0.7,20500.0,2009.0
Réunion,407,,,,237.0,170,4.0,455.0,,,
Georgia,394,6.0,4.0,,86.0,304,6.0,99.0,1.0,5027.0,1260.0
Senegal,350,,3.0,,211.0,136,1.0,21.0,0.2,,
DRC,327,20.0,25.0,,26.0,276,,4.0,0.3,,
Mauritius,325,,9.0,,180.0,136,3.0,256.0,7.0,9755.0,7670.0
Montenegro,308,1.0,5.0,,55.0,248,7.0,490.0,8.0,3874.0,6168.0
Isle of Man,297,,6.0,,180.0,111,11.0,3493.0,71.0,2414.0,28389.0
Vietnam,268,,,,201.0,67,8.0,3.0,,206253.0,2119.0
Kenya,262,,12.0,,60.0,190,2.0,5.0,0.2,10784.0,201.0
Guatemala,257,22.0,7.0,,21.0,229,3.0,14.0,0.4,7200.0,402.0
Sri Lanka,256,2.0,7.0,,91.0,158,1.0,12.0,0.3,4768.0,223.0
Mayotte,254,,4.0,,117.0,133,6.0,931.0,15.0,1800.0,6598.0
Venezuela,227,,9.0,,117.0,101,4.0,8.0,0.3,299714.0,10540.0
Mali,216,,13.0,,41.0,162,,11.0,0.6,,
Paraguay,206,4.0,8.0,,41.0,157,1.0,29.0,1.0,4950.0,694.0
El Salvador,201,11.0,7.0,,44.0,150,1.0,31.0,1.0,11160.0,1721.0
Faeroe Islands,185,1.0,,,176.0,9,,3786.0,,6021.0,123222.0
Jamaica,173,10.0,5.0,,25.0,143,,58.0,2.0,1605.0,542.0
Martinique,163,,12.0,,73.0,78,11.0,434.0,32.0,,
Guadeloupe,148,,8.0,,73.0,67,13.0,370.0,20.0,,
Tanzania,147,,5.0,,11.0,131,4.0,2.0,0.08,,
Rwanda,144,,,,69.0,75,,11.0,,6237.0,482.0
Congo,143,,6.0,,11.0,126,,26.0,1.0,,
Brunei ,137,,1.0,,113.0,23,2.0,313.0,2.0,11254.0,25725.0
Somalia,135,,7.0,,2.0,126,2.0,8.0,0.4,,
Gibraltar,132,,,,111.0,21,1.0,3918.0,,1859.0,55178.0
Cambodia,122,,,,105.0,17,1.0,7.0,,5768.0,345.0
Madagascar,120,,,,35.0,85,1.0,4.0,,2357.0,85.0
Trinidad and Tobago,114,,8.0,,21.0,85,,81.0,6.0,1320.0,943.0
Ethiopia,108,3.0,3.0,,16.0,89,1.0,0.9,0.03,7557.0,66.0
Gabon,108,,1.0,,7.0,100,,49.0,0.4,572.0,257.0
Myanmar,107,9.0,5.0,,5.0,97,,2.0,0.09,4152.0,76.0
Aruba,96,,2.0,,44.0,50,4.0,899.0,19.0,1358.0,12719.0
French Guiana,96,,,,64.0,32,2.0,321.0,,,
Monaco,94,,3.0,,22.0,69,3.0,2395.0,76.0,,
Bermuda,86,3.0,5.0,,35.0,46,10.0,1381.0,80.0,638.0,10244.0
Togo,84,,5.0,,49.0,30,,10.0,0.6,4191.0,506.0
Liechtenstein,79,,1.0,,55.0,23,,2072.0,26.0,900.0,23605.0
Equatorial Guinea,79,,,,4.0,75,,56.0,,854.0,609.0
Liberia,76,,7.0,,7.0,62,,15.0,1.0,,
Barbados,75,,5.0,,17.0,53,4.0,261.0,17.0,1000.0,3480.0
Sudan,66,,10.0,,6.0,50,,2.0,0.2,,
Sint Maarten,64,,9.0,,12.0,43,6.0,1493.0,210.0,163.0,3802.0
Guyana,63,,6.0,,9.0,48,4.0,80.0,8.0,283.0,360.0
Zambia,61,4.0,2.0,,33.0,26,1.0,3.0,0.1,2191.0,119.0
Cayman Islands,61,,1.0,,7.0,53,3.0,928.0,15.0,702.0,10681.0
Cabo Verde,58,,1.0,,1.0,56,,104.0,2.0,,
Bahamas,55,,9.0,,10.0,36,1.0,140.0,23.0,,
French Polynesia,55,,,,2.0,53,1.0,196.0,,1302.0,4635.0
Uganda,55,,,,22.0,33,,1.0,,11101.0,243.0
Maldives,51,16.0,,,16.0,35,,94.0,,3714.0,6871.0
Libya,49,,1.0,,11.0,37,,7.0,0.1,707.0,103.0
Guinea-Bissau,46,,,,,46,,23.0,,1500.0,762.0
Macao,45,,,,16.0,29,1.0,69.0,,,
Haiti,44,,3.0,,,41,,4.0,0.3,498.0,44.0
Eritrea,39,,,,3.0,36,,11.0,,,
Syria,38,,2.0,,5.0,31,,2.0,0.1,,
Saint Martin,37,,2.0,,19.0,16,5.0,957.0,52.0,,
Benin,35,,1.0,,18.0,16,,3.0,0.08,,
Mozambique,35,,,,4.0,31,,1.0,,952.0,30.0
Chad,33,,,,8.0,25,,2.0,,,
Mongolia,32,1.0,,,7.0,25,,10.0,,1554.0,474.0
Nepal,31,,,,3.0,28,,1.0,,27471.0,943.0
Sierra Leone,30,,,,,30,,4.0,,,
Zimbabwe,25,,3.0,,2.0,20,,2.0,0.2,2626.0,177.0
Angola,24,,2.0,,6.0,16,,0.7,0.06,,
Antigua and Barbuda,23,,3.0,,3.0,17,1.0,235.0,31.0,73.0,745.0
Eswatini,22,,1.0,,8.0,13,,19.0,0.9,714.0,615.0
Botswana,20,5.0,1.0,,,19,,9.0,0.4,3602.0,1532.0
Laos,19,,,,2.0,17,,3.0,,1333.0,183.0
Belize,18,,2.0,,,16,1.0,45.0,5.0,651.0,1637.0
New Caledonia,18,,,,15.0,3,1.0,63.0,,3399.0,11906.0
Timor-Leste,18,,,,1.0,17,,14.0,,,
Malawi,17,,2.0,,3.0,12,1.0,0.9,0.1,417.0,22.0
Fiji,17,,,,,17,,19.0,,,
Dominica,16,,,,8.0,8,,222.0,,345.0,4793.0
Namibia,16,,,,6.0,10,,6.0,,499.0,196.0
Saint Lucia,15,,,,11.0,4,,82.0,,344.0,1873.0
Curaçao,14,,1.0,,11.0,2,,85.0,6.0,286.0,1743.0
Grenada,14,,,,6.0,8,4.0,124.0,,92.0,818.0
Saint Kitts and Nevis,14,,,,,14,,263.0,,234.0,4399.0
CAR,12,,,,4.0,8,,2.0,,,
St. Vincent Grenadines,12,,,,1.0,11,,108.0,,87.0,784.0
Turks and Caicos,11,,1.0,,,10,,284.0,26.0,83.0,2144.0
Falkland Islands,11,,,,3.0,8,,3161.0,,319.0,91667.0
Greenland,11,,,,11.0,0,,194.0,,1043.0,18372.0
Montserrat,11,,,,2.0,9,1.0,2204.0,,36.0,7212.0
Seychelles,11,,,,5.0,6,,112.0,,,
Suriname,10,,1.0,,6.0,3,,17.0,2.0,,
MS Zaandam,9,,2.0,,,7,,,,,
Nicaragua,9,,2.0,,6.0,1,,1.0,0.3,,
Gambia,9,,1.0,,2.0,6,,4.0,0.4,316.0,131.0
Vatican City,8,,,,2.0,6,,9988.0,,,
Mauritania,7,,1.0,,6.0,0,,2.0,0.2,913.0,196.0
Papua New Guinea,7,,,,,7,,0.8,,167.0,19.0
St. Barth,6,,,,5.0,1,,607.0,,,
Western Sahara,6,,,,,6,,10.0,,,
Burundi,5,,1.0,,,4,,0.4,0.08,80.0,7.0
Bhutan,5,,,,2.0,3,,6.0,,8107.0,10507.0
British Virgin Islands,4,,,,2.0,2,,132.0,,,
Sao Tome and Principe,4,,,,,4,,18.0,,19.0,87.0
South Sudan,4,,,,,4,,0.4,,,
Anguilla,3,,,,1.0,2,,200.0,,,
Caribbean Netherlands,3,,,,,3,,114.0,,10.0,381.0
Saint Pierre Miquelon,1,,,,,1,,173.0,,,
Yemen,1,,,,,1,,0.03,,,
China,82735,16.0,4632.0,,77062.0,1041,85.0,57.0,3.0,,
