"Country,Other",#,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population
Honduras,66,4640,239.0,194.0,6.0,506.0,3940.0,13.0,469.0,20.0,14790.0,1496.0,9889121
Azerbaijan,67,4568,,54.0,,2897.0,1617.0,42.0,451.0,5.0,280663.0,27705.0,10130533
Sudan,68,4346,200.0,195.0,11.0,749.0,3402.0,,99.0,4.0,401.0,9.0,43744402
Guatemala,69,4145,191.0,68.0,5.0,493.0,3584.0,5.0,232.0,4.0,31427.0,1757.0,17882519
Luxembourg,70,4001,,110.0,,3791.0,100.0,4.0,6402.0,176.0,70148.0,112241.0,624975
Hungary,71,3816,23.0,509.0,4.0,1996.0,1311.0,24.0,395.0,53.0,174011.0,18009.0,9662523
Tajikistan,72,3424,,47.0,,1575.0,1802.0,,360.0,5.0,,,9515811
Uzbekistan,73,3396,27.0,14.0,,2668.0,714.0,4.0,102.0,0.4,460000.0,13763.0,33421893
Senegal,74,3348,95.0,39.0,1.0,1686.0,1623.0,18.0,201.0,2.0,38508.0,2306.0,16697987
Guinea,75,3275,,20.0,,1673.0,1582.0,24.0,250.0,2.0,14407.0,1100.0,13095550
Thailand,76,3065,11.0,57.0,,2945.0,63.0,59.0,44.0,0.8,375453.0,5380.0,69784013
Greece,77,2903,,173.0,,1374.0,1356.0,17.0,278.0,17.0,166245.0,15943.0,10427500
Djibouti,78,2697,,18.0,,1185.0,1494.0,,2734.0,18.0,23140.0,23454.0,986598
DRC,79,2660,114.0,69.0,1.0,381.0,2210.0,,30.0,0.8,,,89271601
Ivory Coast,80,2556,,31.0,,1302.0,1223.0,,97.0,1.0,25524.0,970.0,26310853
Bulgaria,81,2477,17.0,134.0,1.0,965.0,1378.0,22.0,356.0,19.0,77664.0,11170.0,6952943
Bosnia and Herzegovina,82,2435,,151.0,,1744.0,540.0,4.0,742.0,46.0,61111.0,18617.0,3282587
Gabon,83,2319,,14.0,,631.0,1674.0,12.0,1044.0,6.0,12060.0,5432.0,2220348
Croatia,84,2244,,101.0,,2047.0,96.0,6.0,546.0,25.0,64266.0,15646.0,4107462
El Salvador,85,2194,85.0,39.0,2.0,1002.0,1153.0,32.0,338.0,6.0,82243.0,12686.0,6483178
North Macedonia,86,2039,,119.0,,1470.0,450.0,21.0,979.0,57.0,26463.0,12702.0,2083382
Cuba,87,1974,,82.0,,1724.0,168.0,4.0,174.0,7.0,97003.0,8564.0,11327235
Estonia,88,1851,11.0,66.0,,1574.0,211.0,,1395.0,50.0,80724.0,60857.0,1326455
Iceland,89,1805,,10.0,,1792.0,3.0,,5293.0,29.0,59613.0,174800.0,341036
Somalia,90,1731,,67.0,,265.0,1399.0,2.0,109.0,4.0,,,15846666
Lithuania,91,1656,9.0,68.0,2.0,1193.0,395.0,17.0,608.0,25.0,287982.0,105665.0,2725434
Mayotte,92,1645,,20.0,,1314.0,311.0,10.0,6045.0,73.0,5200.0,19108.0,272138
Kyrgyzstan,93,1594,74.0,16.0,,1066.0,512.0,4.0,245.0,2.0,109521.0,16814.0,6513579
Slovakia,94,1520,5.0,28.0,,1332.0,160.0,,278.0,5.0,165714.0,30354.0,5459404
New Zealand,95,1504,,22.0,1.0,1474.0,8.0,,301.0,4.0,271690.0,54315.0,5002100
Slovenia,96,1471,,108.0,,1354.0,9.0,2.0,708.0,52.0,77947.0,37494.0,2078912
Kenya,97,1471,,55.0,,408.0,1008.0,7.0,27.0,1.0,67341.0,1255.0,53650862
Sri Lanka,98,1469,,10.0,,745.0,714.0,1.0,69.0,0.5,59165.0,2764.0,21404986
Maldives,99,1457,,5.0,,197.0,1255.0,9.0,2700.0,9.0,11775.0,21822.0,539599
Haiti,100,1320,146.0,34.0,1.0,22.0,1264.0,,116.0,3.0,3475.0,305.0,11389143
Venezuela,101,1245,,11.0,,302.0,932.0,4.0,44.0,0.4,897695.0,31561.0,28443061
Guinea-Bissau,102,1195,,7.0,,42.0,1146.0,,609.0,4.0,1500.0,764.0,1963230
Lebanon,103,1161,,26.0,,692.0,443.0,3.0,170.0,4.0,77488.0,11348.0,6828121
Mali,104,1116,,70.0,,632.0,414.0,,55.0,3.0,3483.0,173.0,20189289
Albania,105,1076,26.0,33.0,,823.0,220.0,3.0,374.0,11.0,13993.0,4862.0,2878078
Tunisia,106,1068,17.0,48.0,,938.0,82.0,2.0,90.0,4.0,49951.0,4231.0,11806826
Hong Kong,107,1067,,4.0,,1035.0,28.0,1.0,142.0,0.5,202930.0,27089.0,7491257
Latvia,108,1061,4.0,24.0,1.0,741.0,296.0,3.0,562.0,13.0,105504.0,55883.0,1887954
Zambia,109,1057,,7.0,,779.0,271.0,1.0,58.0,0.4,24275.0,1324.0,18329866
Equatorial Guinea,110,1043,,12.0,,165.0,866.0,,746.0,9.0,854.0,611.0,1398014
Nepal,111,1042,156.0,5.0,1.0,187.0,850.0,,36.0,0.2,162730.0,5595.0,29084694
South Sudan,112,994,,10.0,,6.0,978.0,,89.0,0.9,3356.0,300.0,11181121
Costa Rica,113,984,,10.0,,639.0,335.0,2.0,193.0,2.0,24338.0,4782.0,5089715
Niger,114,952,,63.0,,796.0,93.0,,39.0,3.0,5989.0,248.0,24110413
Cyprus,115,939,,17.0,,594.0,328.0,4.0,778.0,14.0,106028.0,87878.0,1206536
Paraguay,116,884,,11.0,,392.0,481.0,,124.0,2.0,26760.0,3756.0,7124097
Burkina Faso,117,845,,53.0,,672.0,120.0,,41.0,3.0,,,20843247
Uruguay,118,803,,22.0,,650.0,131.0,5.0,231.0,6.0,40229.0,11585.0,3472627
Sierra Leone,119,782,,45.0,,297.0,440.0,,98.0,6.0,,,7960641
Andorra,120,763,,51.0,,676.0,36.0,3.0,9877.0,660.0,3750.0,48541.0,77254
Nicaragua,121,759,,35.0,,370.0,354.0,,115.0,5.0,,,6616977
Georgia,122,738,3.0,12.0,,573.0,153.0,6.0,185.0,3.0,52117.0,13062.0,3989847
Ethiopia,123,731,,6.0,,181.0,544.0,1.0,6.0,0.05,91616.0,799.0,114669653
Jordan,124,720,,9.0,,486.0,225.0,5.0,71.0,0.9,167892.0,16470.0,10193504
Chad,125,715,,64.0,,359.0,292.0,,44.0,4.0,,,16376161
Diamond Princess,126,712,,13.0,,651.0,48.0,4.0,,,,,0
CAR,127,702,,1.0,,23.0,678.0,,146.0,0.2,11570.0,2400.0,4821444
San Marino,128,670,3.0,42.0,,322.0,306.0,1.0,19749.0,1238.0,4303.0,126839.0,33925
Malta,129,612,,7.0,,491.0,114.0,1.0,1386.0,16.0,64334.0,145738.0,441436
Madagascar,130,612,,2.0,,151.0,459.0,10.0,22.0,0.07,9681.0,351.0,27617161
Congo,131,571,,19.0,,161.0,391.0,,104.0,3.0,,,5504079
Jamaica,132,569,5.0,9.0,,279.0,281.0,2.0,192.0,3.0,11259.0,3804.0,2959976
Channel Islands,133,560,,45.0,,512.0,3.0,,3224.0,259.0,10255.0,59035.0,173711
Tanzania,134,509,,21.0,,183.0,305.0,7.0,9.0,0.4,,,59555005
Réunion,135,460,,1.0,,411.0,48.0,1.0,514.0,1.0,17200.0,19224.0,894714
Sao Tome and Principe,136,443,,12.0,,68.0,363.0,,2025.0,55.0,175.0,800.0,218753
Taiwan,137,441,,7.0,,420.0,14.0,,19.0,0.3,71581.0,3006.0,23812861
Palestine,138,435,1.0,3.0,,365.0,67.0,,85.0,0.6,44876.0,8818.0,5089275
French Guiana,139,406,,1.0,,150.0,255.0,2.0,1363.0,3.0,,,297878
Togo,140,395,,13.0,,183.0,199.0,,48.0,2.0,17501.0,2119.0,8258842
Cabo Verde,141,390,,4.0,,155.0,231.0,,702.0,7.0,1307.0,2353.0,555410
Rwanda,142,346,,,,245.0,101.0,,27.0,,60443.0,4679.0,12919074
Isle of Man,143,336,,24.0,,306.0,6.0,2.0,3953.0,282.0,4669.0,54935.0,84991
Mauritius,144,334,,10.0,,322.0,2.0,,263.0,8.0,108501.0,85328.0,1271577
Vietnam,145,327,,,,278.0,49.0,1.0,3.0,,275000.0,2828.0,97255746
Montenegro,146,324,,9.0,,315.0,0.0,,516.0,14.0,10167.0,16188.0,628059
Mauritania,147,292,,16.0,,15.0,261.0,,63.0,3.0,2583.0,557.0,4636938
Uganda,148,281,,,,69.0,212.0,,6.0,,90832.0,1993.0,45586273
Eswatini,149,272,,2.0,,168.0,102.0,,235.0,2.0,4994.0,4309.0,1159019
Liberia,150,266,,27.0,,144.0,95.0,,53.0,5.0,,,5045496
Yemen,151,256,,53.0,,10.0,193.0,,9.0,2.0,120.0,4.0,29759172
Mozambique,152,227,,1.0,,71.0,155.0,,7.0,0.03,9036.0,290.0,31163434
Benin,153,210,,3.0,,134.0,73.0,,17.0,0.2,28179.0,2331.0,12090168
Myanmar,154,206,,6.0,,126.0,74.0,,4.0,0.1,21593.0,397.0,54375747
Martinique,155,197,,14.0,,91.0,92.0,,525.0,37.0,,,375291
Faeroe Islands,156,187,,,,187.0,0.0,,3828.0,,9386.0,192155.0,48846
Guadeloupe,157,161,,14.0,,115.0,32.0,3.0,402.0,35.0,3573.0,8930.0,400118
Mongolia,158,161,13.0,,,43.0,118.0,11.0,49.0,,13225.0,4041.0,3273095
Gibraltar,159,157,,,,147.0,10.0,,4660.0,,6859.0,203579.0,33692
Brunei ,160,141,,2.0,,138.0,1.0,2.0,323.0,5.0,18707.0,42800.0,437082
Cayman Islands,161,140,,1.0,,67.0,72.0,,2133.0,15.0,10174.0,154978.0,65648
Guyana,162,139,,11.0,,67.0,61.0,2.0,177.0,14.0,1500.0,1908.0,786201
Bermuda,163,139,,9.0,,91.0,39.0,2.0,2231.0,144.0,6826.0,109570.0,62298
Zimbabwe,164,132,,4.0,,25.0,103.0,,9.0,0.3,37039.0,2496.0,14841813
Cambodia,165,124,,,,122.0,2.0,1.0,7.0,,18392.0,1102.0,16696479
Syria,166,121,,4.0,,43.0,74.0,,7.0,0.2,,,17456890
Trinidad and Tobago,167,116,,8.0,,108.0,0.0,,83.0,6.0,3091.0,2209.0,1399073
Malawi,168,101,,4.0,,37.0,60.0,1.0,5.0,0.2,3372.0,177.0,19078629
Aruba,169,101,,3.0,,97.0,1.0,3.0,946.0,28.0,2091.0,19593.0,106724
Bahamas,170,100,,11.0,,46.0,43.0,1.0,255.0,28.0,2043.0,5200.0,392887
Libya,171,99,,4.0,,40.0,55.0,,14.0,0.6,5154.0,751.0,6862224
Monaco,172,98,,4.0,,90.0,4.0,2.0,2499.0,102.0,,,39216
Barbados,173,92,,7.0,,76.0,9.0,1.0,320.0,24.0,5038.0,17533.0,287343
Comoros,174,87,,2.0,,24.0,61.0,,100.0,2.0,,,867725
Liechtenstein,175,82,,1.0,,55.0,26.0,,2151.0,26.0,900.0,23611.0,38118
Sint Maarten,176,77,,15.0,,60.0,2.0,1.0,1798.0,350.0,438.0,10227.0,42829
Angola,177,71,,4.0,,18.0,49.0,,2.0,0.1,10000.0,305.0,32757041
French Polynesia,178,60,,,,60.0,0.0,,214.0,,3964.0,14119.0,280757
Macao,179,45,,,,45.0,0.0,,69.0,,,,648476
Burundi,180,42,,1.0,,20.0,21.0,,4.0,0.08,284.0,24.0,11853218
Saint Martin,181,40,,3.0,,33.0,4.0,1.0,1036.0,78.0,553.0,14326.0,38601
Eritrea,182,39,,,,39.0,0.0,,11.0,,,,3541651
Botswana,183,35,,1.0,,20.0,14.0,,15.0,0.4,17991.0,7666.0,2346847
Bhutan,184,31,3.0,,,6.0,25.0,,40.0,,15862.0,20579.0,770795
Antigua and Barbuda,185,25,,3.0,,19.0,3.0,1.0,255.0,31.0,183.0,1870.0,97853
Gambia,186,25,,1.0,,19.0,5.0,,10.0,0.4,1730.0,718.0,2409532
Timor-Leste,187,24,,,,24.0,0.0,,18.0,,1290.0,980.0,1315933
Grenada,188,23,,,,18.0,5.0,4.0,204.0,,3007.0,26735.0,112475
Namibia,189,22,,,,14.0,8.0,,9.0,,3201.0,1262.0,2536326
Laos,190,19,,,,16.0,3.0,,3.0,,6066.0,835.0,7265262
Belize,191,18,,2.0,,16.0,0.0,,45.0,5.0,1517.0,3822.0,396910
Curaçao,192,18,,1.0,,14.0,3.0,,110.0,6.0,572.0,3487.0,164031
Fiji,193,18,,,,15.0,3.0,,20.0,,2431.0,2714.0,895837
New Caledonia,194,18,,,,18.0,0.0,,63.0,,6394.0,22416.0,285238
Saint Lucia,195,18,,,,18.0,0.0,,98.0,,965.0,5257.0,183550
St. Vincent Grenadines,196,18,,,,14.0,4.0,,162.0,,216.0,1948.0,110908
Dominica,197,16,,,,16.0,0.0,,222.0,,433.0,6016.0,71970
Saint Kitts and Nevis,198,15,,,,15.0,0.0,,282.0,,394.0,7411.0,53164
Falkland Islands,199,13,,,,13.0,0.0,,3747.0,,503.0,144999.0,3469
Greenland,200,13,,,,11.0,2.0,,229.0,,2005.0,35324.0,56761
Suriname,201,12,,1.0,,9.0,2.0,,20.0,2.0,488.0,833.0,586135
Turks and Caicos,202,12,,1.0,,10.0,1.0,,310.0,26.0,129.0,3336.0,38666
Vatican City,203,12,,,,2.0,10.0,,14981.0,,,,801
Montserrat,204,11,,1.0,,10.0,0.0,,2204.0,200.0,36.0,7212.0,4992
Seychelles,205,11,,,,11.0,0.0,,112.0,,,,98290
MS Zaandam,206,9,,2.0,,,7.0,,,,,,0
Western Sahara,207,9,,1.0,,6.0,2.0,,15.0,2.0,,,595825
British Virgin Islands,208,8,,1.0,,7.0,0.0,,265.0,33.0,167.0,5528.0,30212
Papua New Guinea,209,8,,,,8.0,0.0,,0.9,,2402.0,269.0,8930081
Caribbean Netherlands,210,6,,,,6.0,0.0,,229.0,,424.0,16183.0,26200
St. Barth,211,6,,,,6.0,0.0,,608.0,,137.0,13875.0,9874
Anguilla,212,3,,,,3.0,0.0,,200.0,,30.0,2001.0,14990
Lesotho,213,2,,,,,2.0,,0.9,,283.0,132.0,2140653
Saint Pierre Miquelon,214,1,,,,1.0,0.0,,173.0,,,,5796
China,215,82995,2.0,4634.0,,78288.0,73.0,4.0,58.0,3.0,,,1439323776
