"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
"
Bolivia,2831,275.0,122.0,4.0,299.0,2410,3.0,243.0,10.0,7651.0,655.0
Iraq,2818,,110.0,,1790.0,918,,70.0,3.0,129701.0,3225.0
Greece,2726,,151.0,,1374.0,1201,32.0,262.0,14.0,99363.0,9533.0
Cameroon,2689,,125.0,,1524.0,1040,28.0,101.0,5.0,,
Azerbaijan,2589,,32.0,,1680.0,877,33.0,255.0,3.0,193411.0,19076.0
Uzbekistan,2509,23.0,10.0,,1988.0,511,8.0,75.0,0.3,325000.0,9710.0
Croatia,2196,,91.0,,1784.0,321,13.0,535.0,22.0,44886.0,10934.0
Guinea,2146,,11.0,,714.0,1421,,163.0,0.8,,
Bosnia and Herzegovina,2141,,113.0,,1114.0,914,4.0,653.0,34.0,42318.0,12899.0
Honduras,2100,128.0,116.0,8.0,206.0,1778,10.0,212.0,12.0,5653.0,571.0
Bulgaria,2004,14.0,93.0,,476.0,1435,50.0,288.0,13.0,58713.0,8450.0
Senegal,1886,,19.0,,715.0,1152,6.0,113.0,1.0,18969.0,1133.0
Iceland,1801,,10.0,,1773.0,18,,5278.0,29.0,54195.0,158816.0
Cuba,1783,,77.0,,1229.0,477,7.0,157.0,7.0,69182.0,6108.0
Estonia,1746,5.0,61.0,,777.0,908,5.0,1316.0,46.0,64975.0,48981.0
Ivory Coast,1730,,21.0,,818.0,891,,66.0,0.8,13663.0,518.0
North Macedonia,1664,,91.0,,1200.0,373,21.0,799.0,44.0,19241.0,9235.0
Sudan,1526,,74.0,,162.0,1290,,35.0,2.0,,
New Zealand,1497,,21.0,,1398.0,78,2.0,310.0,4.0,197084.0,40870.0
Lithuania,1491,6.0,50.0,,850.0,591,17.0,548.0,18.0,192386.0,70671.0
Slovakia,1465,8.0,27.0,1.0,983.0,455,6.0,268.0,5.0,122708.0,22475.0
Slovenia,1461,1.0,102.0,,259.0,1100,9.0,703.0,49.0,64547.0,31048.0
Djibouti,1227,,3.0,,872.0,352,,1242.0,3.0,15790.0,15982.0
Guatemala,1114,62.0,26.0,,111.0,977,5.0,62.0,1.0,7200.0,402.0
Somalia,1089,,52.0,,121.0,916,2.0,69.0,3.0,,
Hong Kong,1048,,4.0,,991.0,53,1.0,140.0,0.5,168291.0,22448.0
Kyrgyzstan,1037,21.0,12.0,,709.0,316,13.0,159.0,2.0,59490.0,9118.0
Tunisia,1032,,45.0,,727.0,260,7.0,87.0,4.0,33266.0,2815.0
DRC,1024,,41.0,,141.0,842,,11.0,0.5,,
Mayotte,1023,,11.0,,492.0,520,9.0,3750.0,40.0,4000.0,14662.0
El Salvador,998,40.0,18.0,,349.0,631,4.0,154.0,3.0,44926.0,6926.0
Latvia,950,4.0,18.0,,627.0,305,2.0,504.0,10.0,79047.0,41908.0
Cyprus,901,,16.0,,401.0,484,10.0,746.0,13.0,76139.0,63062.0
Maldives,897,,3.0,,29.0,865,2.0,1659.0,6.0,11775.0,21784.0
Albania,876,4.0,31.0,,682.0,163,7.0,304.0,11.0,10802.0,3754.0
Sri Lanka,869,6.0,9.0,,366.0,494,1.0,41.0,0.4,37662.0,1759.0
Lebanon,859,,26.0,,234.0,599,3.0,126.0,4.0,51731.0,7579.0
Niger,832,,46.0,,637.0,149,,34.0,2.0,5598.0,231.0
Gabon,802,,9.0,,127.0,666,1.0,360.0,4.0,5337.0,2398.0
Costa Rica,801,,7.0,,517.0,277,6.0,157.0,1.0,17299.0,3396.0
Guinea-Bissau,761,,3.0,,26.0,732,,387.0,2.0,1500.0,762.0
Burkina Faso,760,,50.0,,584.0,126,,36.0,2.0,,
Andorra,755,,48.0,,550.0,157,14.0,9772.0,621.0,1673.0,21653.0
Paraguay,724,,10.0,,170.0,544,,102.0,1.0,16155.0,2265.0
Mali,712,,39.0,,377.0,296,,35.0,2.0,2172.0,107.0
Diamond Princess,712,,13.0,,651.0,48,4.0,,,,
Uruguay,711,,19.0,,523.0,169,8.0,205.0,5.0,28697.0,8261.0
Kenya,700,,33.0,,251.0,416,1.0,13.0,0.6,32938.0,613.0
Tajikistan,661,,21.0,,,640,,69.0,2.0,,
Georgia,639,1.0,11.0,,349.0,279,6.0,160.0,3.0,29736.0,7454.0
San Marino,628,,41.0,,130.0,457,2.0,18508.0,1208.0,2985.0,87973.0
Jordan,562,,9.0,,390.0,163,5.0,55.0,0.9,119260.0,11689.0
Channel Islands,546,,41.0,,452.0,53,,3140.0,236.0,5342.0,30725.0
Tanzania,509,,21.0,,183.0,305,7.0,9.0,0.4,,
Jamaica,505,3.0,9.0,,90.0,406,,171.0,3.0,7271.0,2455.0
Malta,503,,5.0,,434.0,64,,1139.0,11.0,43397.0,98285.0
Taiwan,440,,7.0,,372.0,61,,18.0,0.3,67758.0,2845.0
Equatorial Guinea,439,,4.0,,13.0,422,,313.0,3.0,854.0,609.0
Réunion,436,,,,354.0,82,5.0,487.0,,17200.0,19211.0
Venezuela,422,,10.0,,205.0,207,2.0,15.0,0.4,520317.0,18298.0
Palestine,375,,2.0,,301.0,72,,74.0,0.4,34511.0,6765.0
Sierra Leone,338,,19.0,,72.0,247,,42.0,2.0,,
Congo,333,,11.0,,53.0,269,,60.0,2.0,,
Mauritius,332,,10.0,,322.0,0,,261.0,8.0,69773.0,54863.0
Isle of Man,330,,23.0,,271.0,36,21.0,3881.0,270.0,3773.0,44371.0
Montenegro,324,,9.0,,294.0,21,2.0,516.0,14.0,7816.0,12445.0
Chad,322,,31.0,,53.0,238,,20.0,2.0,,
Benin,319,,2.0,,62.0,255,,26.0,0.2,22808.0,1881.0
Vietnam,288,,,,249.0,39,2.0,3.0,,261004.0,2681.0
Rwanda,285,,,,150.0,135,,22.0,,42805.0,3305.0
Zambia,267,,7.0,,117.0,143,1.0,15.0,0.4,10270.0,559.0
Ethiopia,261,11.0,5.0,,106.0,150,,2.0,0.04,39048.0,340.0
Cabo Verde,260,,2.0,,58.0,200,,468.0,4.0,791.0,1423.0
Liberia,211,,20.0,,85.0,106,,42.0,4.0,,
Haiti,209,27.0,16.0,1.0,17.0,176,,18.0,1.0,1296.0,114.0
Sao Tome and Principe,208,,5.0,,4.0,199,,949.0,23.0,175.0,799.0
Nepal,191,57.0,,,33.0,158,,7.0,,76424.0,2623.0
Martinique,187,,14.0,,91.0,82,4.0,498.0,37.0,,
Faeroe Islands,187,,,,187.0,0,,3827.0,,8554.0,175061.0
Madagascar,186,,,,101.0,85,1.0,7.0,,3968.0,143.0
Togo,181,,11.0,,89.0,81,,22.0,1.0,10561.0,1276.0
Myanmar,180,,6.0,,74.0,100,,3.0,0.1,11482.0,211.0
Eswatini,175,,2.0,,28.0,145,,151.0,2.0,714.0,615.0
South Sudan,156,,,,2.0,154,,14.0,,1247.0,111.0
Guadeloupe,154,,13.0,,104.0,37,4.0,385.0,32.0,,
Gibraltar,147,,,,143.0,4,,4363.0,,4155.0,123327.0
French Guiana,144,,1.0,,122.0,21,,482.0,3.0,,
CAR,143,,,,10.0,133,,30.0,,3498.0,724.0
Brunei ,141,,1.0,,134.0,6,2.0,322.0,2.0,16037.0,36658.0
Cambodia,122,,,,121.0,1,1.0,7.0,,14156.0,847.0
Uganda,121,,,,55.0,66,,3.0,,58606.0,1281.0
Bermuda,119,,8.0,,66.0,45,4.0,1911.0,128.0,4489.0,72080.0
Trinidad and Tobago,116,,8.0,,107.0,1,,83.0,6.0,2320.0,1658.0
Guyana,109,,10.0,,36.0,63,6.0,139.0,13.0,930.0,1182.0
Mozambique,103,,,,34.0,69,,3.0,,4173.0,134.0
Aruba,101,,3.0,,89.0,9,4.0,946.0,28.0,1874.0,17552.0
Monaco,96,,4.0,,85.0,7,1.0,2446.0,102.0,,
Bahamas,93,,11.0,,39.0,43,1.0,236.0,28.0,1634.0,4155.0
Barbados,84,,7.0,,57.0,20,4.0,292.0,24.0,3008.0,10467.0
Cayman Islands,84,,1.0,,47.0,36,3.0,1278.0,15.0,4187.0,63708.0
Liechtenstein,82,,1.0,,55.0,26,,2151.0,26.0,900.0,23605.0
Sint Maarten,76,,15.0,,46.0,15,7.0,1773.0,350.0,329.0,7673.0
Libya,64,,3.0,,28.0,33,,9.0,0.4,3253.0,473.0
French Polynesia,60,,,,56.0,4,1.0,214.0,,2965.0,10555.0
Malawi,57,,3.0,,24.0,30,1.0,3.0,0.2,1337.0,70.0
Yemen,56,,9.0,,1.0,46,,2.0,0.3,120.0,4.0
Syria,47,,3.0,,29.0,15,,3.0,0.2,,
Angola,45,,2.0,,13.0,30,,1.0,0.06,3000.0,91.0
Macao,45,,,,42.0,3,1.0,69.0,,,
Mongolia,42,,,,15.0,27,2.0,13.0,,9787.0,2985.0
Saint Martin,39,,3.0,,30.0,6,1.0,1009.0,78.0,,
Eritrea,39,,,,38.0,1,,11.0,,,
Zimbabwe,36,,4.0,,9.0,23,,2.0,0.3,20537.0,1382.0
Antigua and Barbuda,25,,3.0,,19.0,3,1.0,255.0,31.0,183.0,1869.0
Botswana,24,,1.0,,12.0,11,,10.0,0.4,11495.0,4888.0
Timor-Leste,24,,,,21.0,3,,18.0,,738.0,560.0
Gambia,22,,1.0,,10.0,11,,9.0,0.4,1238.0,512.0
Grenada,21,,,,13.0,8,4.0,187.0,,1406.0,12495.0
Laos,19,,,,13.0,6,,3.0,,3874.0,532.0
Belize,18,,2.0,,16.0,0,,45.0,5.0,1043.0,2623.0
Fiji,18,,,,14.0,4,,20.0,,1300.0,1450.0
New Caledonia,18,,,,18.0,0,,63.0,,5454.0,19103.0
Saint Lucia,18,,,,17.0,1,,98.0,,620.0,3376.0
St. Vincent Grenadines,17,,,,9.0,8,,153.0,,137.0,1235.0
Nicaragua,16,,5.0,,7.0,4,,2.0,0.8,,
Curaçao,16,,1.0,,14.0,1,,98.0,6.0,389.0,2371.0
Dominica,16,,,,15.0,1,,222.0,,420.0,5834.0
Namibia,16,,,,11.0,5,,6.0,,1543.0,607.0
Burundi,15,,1.0,,7.0,7,,1.0,0.08,284.0,24.0
Saint Kitts and Nevis,15,,,,14.0,1,,282.0,,327.0,6147.0
Falkland Islands,13,,,,13.0,0,,3736.0,,402.0,115517.0
Turks and Caicos,12,,1.0,,8.0,3,,310.0,26.0,109.0,2815.0
Vatican City,12,,,,2.0,10,,14981.0,,,
Comoros,11,,1.0,,,10,,13.0,1.0,,
Montserrat,11,,1.0,,8.0,2,1.0,2204.0,200.0,36.0,7212.0
Bhutan,11,2.0,,,5.0,6,,14.0,,12163.0,15763.0
Greenland,11,,,,11.0,0,,194.0,,1461.0,25735.0
Seychelles,11,,,,10.0,1,,112.0,,,
Suriname,10,,1.0,,9.0,0,,17.0,2.0,404.0,689.0
MS Zaandam,9,,2.0,,,7,,,,,
Mauritania,8,,1.0,,6.0,1,,2.0,0.2,2015.0,433.0
Papua New Guinea,8,,,,8.0,0,,0.9,,2402.0,268.0
British Virgin Islands,7,,1.0,,4.0,2,,232.0,33.0,167.0,5524.0
Caribbean Netherlands,6,,,,,6,,229.0,,110.0,4195.0
St. Barth,6,,,,6.0,0,,607.0,,,
Western Sahara,6,,,,6.0,0,,10.0,,,
Anguilla,3,,,,3.0,0,,200.0,,,
Saint Pierre Miquelon,1,,,,1.0,0,,173.0,,,
China,82919,1.0,4633.0,,78171.0,115,10.0,58.0,3.0,,
