"Country,Other",#,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population
DRC,78,2546,143.0,68.0,,365.0,2113.0,,29.0,0.8,,,89264128
Ivory Coast,79,2477,,30.0,,1286.0,1161.0,,94.0,1.0,25099.0,954.0,26309063
Djibouti,80,2468,,14.0,,1079.0,1375.0,,2502.0,14.0,23140.0,23455.0,986559
Bulgaria,81,2460,17.0,133.0,3.0,912.0,1415.0,22.0,354.0,19.0,76391.0,10987.0,6953085
Bosnia and Herzegovina,82,2416,,149.0,,1721.0,546.0,4.0,736.0,45.0,60528.0,18439.0,3282643
Croatia,83,2244,,101.0,,2046.0,97.0,5.0,546.0,25.0,63682.0,15504.0,4107530
Gabon,84,2238,,14.0,,593.0,1631.0,11.0,1008.0,6.0,11340.0,5108.0,2220204
El Salvador,85,2109,67.0,37.0,1.0,873.0,1199.0,29.0,325.0,6.0,79711.0,12295.0,6483089
North Macedonia,86,2014,,116.0,,1453.0,445.0,21.0,967.0,56.0,25841.0,12403.0,2083382
Cuba,87,1963,,82.0,,1709.0,172.0,4.0,173.0,7.0,97003.0,8564.0,11327254
Estonia,88,1840,6.0,66.0,1.0,1561.0,213.0,,1387.0,50.0,79605.0,60013.0,1326452
Iceland,89,1804,,10.0,,1792.0,2.0,,5290.0,29.0,59087.0,173260.0,341030
Somalia,90,1711,,67.0,,253.0,1391.0,2.0,108.0,4.0,,,15845450
Lithuania,91,1647,8.0,66.0,1.0,1184.0,397.0,17.0,604.0,24.0,281232.0,103184.0,2725537
Mayotte,92,1634,,20.0,,894.0,720.0,11.0,6005.0,73.0,5200.0,19109.0,272120
Kyrgyzstan,93,1520,52.0,16.0,,1043.0,461.0,4.0,233.0,2.0,105815.0,16246.0,6513284
Slovakia,94,1515,2.0,28.0,,1327.0,160.0,1.0,278.0,5.0,163362.0,29923.0,5459397
New Zealand,95,1504,,21.0,,1462.0,21.0,,312.0,4.0,267435.0,55502.0,4818440
Slovenia,96,1471,2.0,108.0,,1354.0,9.0,2.0,708.0,52.0,77947.0,37494.0,2078912
Maldives,97,1438,,5.0,,197.0,1236.0,9.0,2665.0,9.0,11775.0,21823.0,539573
Kenya,98,1348,,52.0,,405.0,891.0,1.0,25.0,1.0,64264.0,1198.0,53647618
Sri Lanka,99,1319,,10.0,,732.0,577.0,1.0,62.0,0.5,57327.0,2678.0,21404741
Venezuela,100,1211,,11.0,,302.0,898.0,2.0,43.0,0.4,865367.0,30424.0,28443280
Guinea-Bissau,101,1178,,7.0,,42.0,1129.0,,600.0,4.0,1500.0,764.0,1963102
Haiti,102,1174,111.0,33.0,2.0,22.0,1119.0,,103.0,3.0,3475.0,305.0,11388764
Lebanon,103,1140,,26.0,,689.0,425.0,3.0,167.0,4.0,75813.0,11103.0,6828204
Mali,104,1077,,70.0,,617.0,390.0,,53.0,3.0,3483.0,173.0,20187688
Hong Kong,105,1067,1.0,4.0,,1034.0,29.0,1.0,142.0,0.5,202930.0,27090.0,7491091
Latvia,106,1057,4.0,23.0,1.0,741.0,293.0,3.0,560.0,12.0,103553.0,54848.0,1888011
Tunisia,107,1051,,48.0,,929.0,74.0,2.0,89.0,4.0,49113.0,4160.0,11806488
Albania,108,1050,21.0,33.0,,812.0,205.0,3.0,365.0,11.0,13768.0,4784.0,2878086
Equatorial Guinea,109,1043,,12.0,,165.0,866.0,,746.0,9.0,854.0,611.0,1397887
Costa Rica,110,956,,10.0,,634.0,312.0,2.0,188.0,2.0,23703.0,4657.0,5089588
Niger,111,952,,63.0,,796.0,93.0,,39.0,3.0,5989.0,248.0,24108004
Cyprus,112,939,,17.0,,594.0,328.0,10.0,778.0,14.0,103814.0,86045.0,1206512
Zambia,113,920,,7.0,,336.0,577.0,1.0,50.0,0.4,20011.0,1092.0,18328453
Paraguay,114,877,,11.0,,382.0,484.0,,123.0,2.0,26169.0,3673.0,7123858
Burkina Faso,115,845,13.0,53.0,1.0,672.0,120.0,,41.0,3.0,,,20841675
South Sudan,116,806,,8.0,,6.0,792.0,,72.0,0.7,3356.0,300.0,11180763
Uruguay,117,789,,22.0,,638.0,129.0,5.0,227.0,6.0,39469.0,11366.0,3472594
Nepal,118,772,,4.0,,155.0,613.0,,27.0,0.1,152391.0,5240.0,29083261
Andorra,119,763,,51.0,,676.0,36.0,3.0,9877.0,660.0,3750.0,48542.0,77253
Nicaragua,120,759,,35.0,,370.0,354.0,,115.0,5.0,,,6616762
Sierra Leone,121,754,,44.0,,297.0,413.0,,95.0,6.0,,,7960197
Georgia,122,735,3.0,12.0,,557.0,166.0,6.0,184.0,3.0,50208.0,12584.0,3989868
Ethiopia,123,731,30.0,6.0,,181.0,544.0,1.0,6.0,0.05,91616.0,799.0,114661849
Jordan,124,718,,9.0,,586.0,123.0,5.0,70.0,0.9,167892.0,16471.0,10193227
Diamond Princess,125,712,,13.0,,651.0,48.0,4.0,,,,,0
Chad,126,700,,62.0,,303.0,335.0,,43.0,4.0,,,16374868
CAR,127,671,,1.0,,22.0,648.0,,139.0,0.2,11570.0,2400.0,4821214
San Marino,128,666,,42.0,,275.0,349.0,,19632.0,1238.0,4079.0,120239.0,33924
Malta,129,611,,7.0,1.0,485.0,119.0,1.0,1384.0,16.0,63087.0,142914.0,441433
Madagascar,130,586,,2.0,,147.0,437.0,6.0,21.0,0.07,9340.0,338.0,27615210
Jamaica,131,564,8.0,9.0,,267.0,288.0,1.0,191.0,3.0,10570.0,3571.0,2959941
Channel Islands,132,559,,45.0,,512.0,2.0,,3218.0,259.0,10255.0,59036.0,173707
Tanzania,133,509,,21.0,,183.0,305.0,7.0,9.0,0.4,,,59550338
Congo,134,487,,16.0,,147.0,324.0,,88.0,3.0,,,5503707
Réunion,135,459,,1.0,,411.0,47.0,1.0,513.0,1.0,17200.0,19224.0,894697
Sao Tome and Principe,136,441,,12.0,,68.0,361.0,,2016.0,55.0,175.0,800.0,218742
Taiwan,137,441,,7.0,,419.0,15.0,,19.0,0.3,71405.0,2999.0,23812744
Palestine,138,434,5.0,3.0,,365.0,66.0,,85.0,0.6,44876.0,8818.0,5088950
Togo,139,391,,13.0,,177.0,201.0,,47.0,2.0,17501.0,2119.0,8258310
Cabo Verde,140,390,,4.0,,155.0,231.0,,702.0,7.0,1307.0,2353.0,555393
French Guiana,141,384,,1.0,,146.0,237.0,2.0,1289.0,3.0,,,297857
Rwanda,142,339,,,,244.0,95.0,,26.0,,60443.0,4679.0,12918194
Isle of Man,143,336,,24.0,,306.0,6.0,2.0,3953.0,282.0,4624.0,54406.0,84990
Mauritius,144,334,,10.0,,322.0,2.0,,263.0,8.0,104639.0,82291.0,1271571
Vietnam,145,327,,,,278.0,49.0,1.0,3.0,,275000.0,2828.0,97253355
Montenegro,146,324,,9.0,,315.0,0.0,,516.0,14.0,10167.0,16188.0,628059
Mauritania,147,268,,13.0,,15.0,240.0,,58.0,3.0,2583.0,557.0,4636603
Liberia,148,266,,26.0,,144.0,96.0,,53.0,5.0,,,5045170
Eswatini,149,261,,2.0,,164.0,95.0,,225.0,2.0,4994.0,4309.0,1158986
Uganda,150,253,,,,69.0,184.0,,6.0,,89019.0,1953.0,45582307
Yemen,151,249,,49.0,,10.0,190.0,,8.0,2.0,120.0,4.0,29757373
Mozambique,152,213,,1.0,,71.0,141.0,,7.0,0.03,9036.0,290.0,31161032
Benin,153,208,,3.0,,118.0,87.0,,17.0,0.2,28179.0,2331.0,12089298
Myanmar,154,206,,6.0,,124.0,76.0,,4.0,0.1,20322.0,374.0,54374752
Martinique,155,197,,14.0,,91.0,92.0,,525.0,37.0,,,375292
Faeroe Islands,156,187,,,,187.0,0.0,,3828.0,,9386.0,192159.0,48845
Guadeloupe,157,161,,14.0,,115.0,32.0,3.0,402.0,35.0,3573.0,8930.0,400118
Gibraltar,158,157,3.0,,,147.0,10.0,,4660.0,,6859.0,203579.0,33692
Mongolia,159,148,7.0,,,43.0,105.0,25.0,45.0,,12708.0,3883.0,3272950
Brunei ,160,141,,2.0,1.0,137.0,2.0,2.0,323.0,5.0,18648.0,42666.0,437070
Guyana,161,139,,11.0,,62.0,66.0,2.0,177.0,14.0,1499.0,1907.0,786191
Bermuda,162,139,,9.0,,91.0,39.0,2.0,2231.0,144.0,6773.0,108718.0,62299
Cayman Islands,163,137,,1.0,,63.0,73.0,,2087.0,15.0,9815.0,149514.0,65646
Cambodia,164,124,,,,122.0,2.0,1.0,7.0,,18392.0,1102.0,16695847
Syria,165,121,,4.0,,41.0,76.0,,7.0,0.2,,,17455726
Trinidad and Tobago,166,116,,8.0,,108.0,0.0,,83.0,6.0,3012.0,2153.0,1399061
Malawi,167,101,,4.0,,37.0,60.0,1.0,5.0,0.2,3372.0,177.0,19077274
Aruba,168,101,,3.0,,95.0,3.0,3.0,946.0,28.0,2073.0,19424.0,106723
Bahamas,169,100,,11.0,,46.0,43.0,1.0,255.0,28.0,2026.0,5157.0,392877
Monaco,170,98,,4.0,,90.0,4.0,2.0,2499.0,102.0,,,39215
Barbados,171,92,,7.0,,71.0,14.0,1.0,320.0,24.0,4888.0,17011.0,287342
Comoros,172,87,,1.0,,21.0,65.0,,100.0,1.0,,,867674
Liechtenstein,173,82,,1.0,,55.0,26.0,,2151.0,26.0,900.0,23611.0,38118
Sint Maarten,174,77,,15.0,,59.0,3.0,1.0,1798.0,350.0,438.0,10227.0,42828
Libya,175,77,,3.0,,40.0,34.0,,11.0,0.4,5154.0,751.0,6861969
Angola,176,71,1.0,4.0,,18.0,49.0,,2.0,0.1,10000.0,305.0,32754235
French Polynesia,177,60,,,,60.0,0.0,,214.0,,3964.0,14119.0,280753
Zimbabwe,178,56,,4.0,,25.0,27.0,,4.0,0.3,37039.0,2496.0,14841222
Macao,179,45,,,,45.0,0.0,,69.0,,,,648452
Burundi,180,42,,1.0,,20.0,21.0,,4.0,0.08,284.0,24.0,11852246
Saint Martin,181,40,,3.0,,33.0,4.0,1.0,1036.0,78.0,553.0,14327.0,38599
Eritrea,182,39,,,,39.0,0.0,,11.0,,,,3541517
Botswana,183,35,,1.0,,20.0,14.0,,15.0,0.4,17631.0,7513.0,2346718
Bhutan,184,27,,,,6.0,21.0,,35.0,,15862.0,20579.0,770772
Antigua and Barbuda,185,25,,3.0,,19.0,3.0,1.0,255.0,31.0,183.0,1870.0,97850
Gambia,186,25,,1.0,,18.0,6.0,,10.0,0.4,1657.0,688.0,2409346
Timor-Leste,187,24,,,,24.0,0.0,,18.0,,1290.0,980.0,1315864
Grenada,188,23,,,,18.0,5.0,4.0,204.0,,3007.0,26735.0,112473
Namibia,189,22,1.0,,,14.0,8.0,,9.0,,3201.0,1262.0,2536200
Laos,190,19,,,,14.0,5.0,,3.0,,5855.0,806.0,7264973
Belize,191,18,,2.0,,16.0,0.0,,45.0,5.0,1517.0,3822.0,396890
Curaçao,192,18,,1.0,,14.0,3.0,,110.0,6.0,572.0,3487.0,164029
Fiji,193,18,,,,15.0,3.0,,20.0,,2400.0,2679.0,895819
New Caledonia,194,18,,,,18.0,0.0,,63.0,,5454.0,19121.0,285230
Saint Lucia,195,18,,,,18.0,0.0,,98.0,,924.0,5034.0,183547
St. Vincent Grenadines,196,18,,,,14.0,4.0,,162.0,,216.0,1948.0,110907
Dominica,197,16,,,,16.0,0.0,,222.0,,433.0,6016.0,71969
Saint Kitts and Nevis,198,15,,,,15.0,0.0,,282.0,,394.0,7411.0,53163
Falkland Islands,199,13,,,,13.0,0.0,,3747.0,,466.0,134333.0,3469
Turks and Caicos,200,12,,1.0,,10.0,1.0,,310.0,26.0,129.0,3336.0,38665
Greenland,201,12,,,,11.0,1.0,,211.0,,1938.0,34143.0,56761
Vatican City,202,12,,,,2.0,10.0,,14981.0,,,,801
Montserrat,203,11,,1.0,,10.0,0.0,,2204.0,200.0,36.0,7212.0,4992
Suriname,204,11,,1.0,,9.0,1.0,,19.0,2.0,488.0,833.0,586121
Seychelles,205,11,,,,11.0,0.0,,112.0,,,,98289
MS Zaandam,206,9,,2.0,,,7.0,,,,,,0
Western Sahara,207,9,,1.0,,6.0,2.0,,15.0,2.0,,,595784
British Virgin Islands,208,8,,1.0,,7.0,0.0,,265.0,33.0,167.0,5528.0,30212
Papua New Guinea,209,8,,,,8.0,0.0,,0.9,,2402.0,269.0,8929617
Caribbean Netherlands,210,6,,,,6.0,0.0,,229.0,,424.0,16184.0,26199
St. Barth,211,6,,,,6.0,0.0,,608.0,,137.0,13875.0,9874
Anguilla,212,3,,,,3.0,0.0,,200.0,,30.0,2001.0,14990
Lesotho,213,2,,,,,2.0,,0.9,,283.0,132.0,2140606
Saint Pierre Miquelon,214,1,,,,1.0,0.0,,173.0,,,,5797
China,215,82993,1.0,4634.0,,78280.0,79.0,5.0,58.0,3.0,,,1439323776
